Sentiment,Rating,Review Text
neutral,3,loved print dress however fit wasnt feel like exaggerated belly overall didnt feel great sleeves also really big
positive,5,dress gorgeous somewhat fitted didnt find run small top heavy usually wear size bought fits great say zipper bit tricky first thought dress tight turned zipper stuck fiddling realized dress fit zipper bit tricky wore work got many compliments also picture makes background look burgundy mostly blac
positive,4,got dress today super excited hoped use runs small im returning ordering
negative,2,white shirt thin esp front see would wear cami underneath unless wanted people see outline bra seems flimsy poor quality even sale price disappointed return
positive,4,vest cute perfect transition piece fall runs little big normally wear xs exchange xxs
positive,5,absolutely love top bought ivory color definitely considering buying black well feels true size size like tops fit little generous flowy cant wait wear top season long
positive,5,finally white top show every nook cranny great fabric many times white shirts see thru wont buy top lightweight enough substance cover everything online picture justice worn anything made well ones keeper closet worn summer long
positive,5,dress print feel fabric overall fit dress definitely wow factor plan wearing dress kentucky oaks year typically wear sometimes retailer dresses im lbs dd took could probably even try fit bit tight bodice im sure warranted size pricey see closet staple one favorite maxis yet
negative,2,quality good design idea practically doesnt work ordered xs top still ballooned stiffly top soft flowy stiff wide
positive,5,love print pants beautifully flowy flattering downside see im going take tailor lining put knee wear places beach bought sale today store bought size small
positive,4,bought honeymoon hawaii perfect lounging comfy little see likely wear
positive,4,fits great looks great jeans exercise pants little lighter weight hoped looks great hangs well body bought white
negative,1,top perfect first day clown college want see clowns cry sleeves probably worst part overpriced monstrosity elastic cuffs makes already comically large sleeves billow puff even buy enjoy walking post office return things
positive,5,love dress fits true size dressed flattering prettier person
neutral,3,love maeve line excited get dress unfortunately fit bad top fit fine bottom half snug unattractive gaps around waist pockets dont think another size tailoring would address issue size ordered
